Timestamp,Student,Activity,Lifecycle,Points
2021-09-15 19:09:49,353011,Register,complete,
2021-09-15 20:03:43,354052,Register,complete,
2021-09-15 20:24:59,347124,Register,complete,
2021-09-15 20:28:12,347901,Register,complete,
2021-09-15 21:12:55,345844,Register,complete,
2021-09-15 22:06:26,346611,Register,complete,
2021-09-15 23:06:41,344593,Register,complete,
2021-09-15 23:48:44,352073,Register,complete,
2021-09-15 23:59:32,353498,Register,complete,
2021-09-16 00:18:13,345537,Register,complete,
2021-09-16 00:33:37,343550,Register,complete,
2021-09-16 01:10:00,348175,Register,complete,
2021-09-16 02:13:22,346877,Register,complete,
2021-09-16 02:35:59,345556,Register,complete,
2021-09-16 02:51:11,343846,Register,complete,
2021-09-16 02:57:53,354398,Register,complete,
2021-09-16 03:14:15,348165,Register,complete,
2021-09-16 03:23:02,349005,Register,complete,
2021-09-16 03:24:35,352910,Register,complete,
2021-09-16 04:06:36,345906,Register,complete,
2021-09-16 04:08:05,346984,Register,complete,
2021-09-16 04:58:52,343772,Register,complete,
2021-09-16 05:18:21,348887,Register,complete,
2021-09-16 05:46:33,353092,Register,complete,
2021-09-16 06:53:38,353151,Register,complete,
2021-09-16 07:31:35,343808,Register,complete,
2021-09-16 07:36:22,345800,Register,complete,
2021-09-16 08:19:29,352838,Register,complete,
2021-09-16 08:25:20,353381,Register,complete,
2021-09-16 08:36:08,348972,Register,complete,
2021-09-16 08:43:08,354387,Register,complete,
2021-09-16 09:50:58,349829,Register,complete,
2021-09-16 10:19:00,353329,Register,complete,
2021-09-16 10:22:38,352301,Register,complete,
2021-09-16 11:26:38,349675,Register,complete,
2021-09-16 11:48:33,345203,Register,complete,
2021-09-16 11:52:52,344961,Register,complete,
2021-09-16 12:18:26,350905,Register,complete,
2021-09-16 12:39:57,347644,Register,complete,
2021-09-16 13:21:52,345302,Register,complete,
2021-09-16 13:53:12,345627,Register,complete,
2021-09-16 14:02:06,349841,Register,complete,
2021-09-16 14:57:15,352211,Register,complete,
2021-09-16 15:07:01,350663,Register,complete,
2021-09-16 15:18:06,345658,Register,complete,
2021-09-16 15:34:16,352272,Register,complete,
2021-09-16 16:37:52,348974,Register,complete,
2021-09-16 17:05:58,353747,Register,complete,
2021-09-16 17:14:13,348835,Register,complete,
2021-09-16 17:57:35,349631,Register,complete,
2021-09-16 18:17:06,344078,Register,complete,
2021-09-16 18:31:33,350270,Register,complete,
2021-09-16 18:47:57,353650,Register,complete,
2021-09-16 18:51:30,353734,Register,complete,
2021-09-16 19:33:02,350270,Consume Lecture Material 1,complete,
2021-09-16 20:10:21,351186,Register,complete,
2021-09-16 20:20:45,348582,Register,complete,
2021-09-16 21:09:19,346558,Register,complete,
2021-09-16 21:14:39,354554,Register,complete,
2021-09-16 21:15:55,353183,Register,complete,
2021-09-16 21:26:45,345828,Register,complete,
2021-09-16 21:35:23,346489,Register,complete,
2021-09-16 21:37:53,353919,Register,complete,
2021-09-16 22:23:33,353730,Register,complete,
2021-09-16 22:25:29,348297,Register,complete,
2021-09-16 22:25:51,348712,Register,complete,
2021-09-16 23:11:29,350978,Register,complete,
2021-09-16 23:26:46,348065,Register,complete,
2021-09-16 23:28:24,352891,Register,complete,
2021-09-17 00:09:32,348387,Register,complete,
2021-09-17 00:50:14,345044,Register,complete,
2021-09-17 01:05:29,353795,Register,complete,
2021-09-17 01:26:20,343713,Register,complete,
2021-09-17 01:32:19,345248,Register,complete,
2021-09-17 01:44:31,344604,Register,complete,
2021-09-17 01:53:52,346329,Register,complete,
2021-09-17 01:58:23,343551,Register,complete,
2021-09-17 02:28:19,349190,Register,complete,
2021-09-17 02:30:10,354609,Register,complete,
2021-09-17 03:54:35,350689,Register,complete,
2021-09-17 04:49:07,345962,Register,complete,
2021-09-17 05:28:11,353105,Register,complete,
2021-09-17 05:54:41,348749,Register,complete,
2021-09-17 06:11:17,354025,Register,complete,
2021-09-17 06:11:58,345492,Register,complete,
2021-09-17 06:25:31,347998,Register,complete,
2021-09-17 06:44:58,349000,Register,complete,
2021-09-17 06:55:48,344908,Register,complete,
2021-09-17 07:39:41,345460,Register,complete,
2021-09-17 08:17:02,346317,Register,complete,
2021-09-17 08:32:54,347507,Register,complete,
2021-09-17 08:32:54,352326,Register,complete,
2021-09-17 09:17:38,346421,Register,complete,
2021-09-17 09:40:26,344795,Register,complete,
2021-09-17 09:43:47,354182,Register,complete,
2021-09-17 09:49:22,348284,Register,complete,
2021-09-17 10:29:12,353891,Register,complete,
2021-09-17 10:37:54,348010,Register,complete,
2021-09-17 11:01:31,350603,Register,complete,
2021-09-17 11:03:01,352374,Register,complete,
2021-09-17 11:11:37,346102,Register,complete,
2021-09-17 11:39:48,346648,Register,complete,
2021-09-17 11:45:54,345140,Register,complete,
2021-09-17 12:47:48,352397,Register,complete,
2021-09-17 13:42:18,344922,Register,complete,
2021-09-17 14:40:20,346363,Register,complete,
2021-09-17 15:43:09,345828,Consume Lecture Material 1,complete,
2021-09-17 15:48:48,347386,Register,complete,
2021-09-17 15:59:46,346556,Register,complete,
2021-09-17 16:50:22,347836,Register,complete,
2021-09-17 17:02:41,345264,Consume Lecture Material 1,complete,
2021-09-17 17:29:57,345422,Register,complete,
2021-09-17 17:52:10,346650,Register,complete,
2021-09-17 18:40:24,347079,Register,complete,
2021-09-17 18:45:09,348667,Register,complete,
2021-09-17 19:08:01,347189,Register,complete,
2021-09-17 19:16:42,350972,Register,complete,
2021-09-17 19:21:22,344251,Register,complete,
2021-09-17 19:31:24,344585,Register,complete,
2021-09-17 19:48:22,349411,Consume Lecture Material 1,complete,
2021-09-17 19:59:19,348030,Register,complete,
2021-09-17 20:39:50,348606,Register,complete,
2021-09-17 21:03:30,352686,Register,complete,
2021-09-17 22:10:58,347507,Consume Lecture Material 1,complete,
2021-09-17 22:24:49,345800,Consume Lecture Material 1,complete,
2021-09-17 22:41:57,350870,Consume Lecture Material 1,complete,
2021-09-17 23:14:44,349227,Register,complete,
2021-09-17 23:53:43,349300,Register,complete,
2021-09-18 00:03:21,346604,Register,complete,
2021-09-18 00:13:22,353389,Register,complete,
2021-09-18 00:16:31,349029,Register,complete,
2021-09-18 01:30:57,349800,Register,complete,
2021-09-18 01:34:49,353930,Register,complete,
2021-09-18 01:36:34,349605,Register,complete,
2021-09-18 01:37:31,348026,Register,complete,
2021-09-18 01:44:53,348098,Register,complete,
2021-09-18 01:52:35,351406,Register,complete,
2021-09-18 01:59:17,347917,Register,complete,
2021-09-18 01:59:36,349428,Register,complete,
2021-09-18 02:00:34,350286,Register,complete,
2021-09-18 02:34:40,351113,Register,complete,
2021-09-18 02:47:28,350834,Register,complete,
2021-09-18 02:50:38,352960,Register,complete,
2021-09-18 02:56:11,352950,Register,complete,
2021-09-18 03:03:22,352377,Register,complete,
2021-09-18 03:59:56,352606,Register,complete,
2021-09-18 04:50:21,347860,Register,complete,
2021-09-18 05:41:30,346587,Register,complete,
2021-09-18 05:57:02,353699,Register,complete,
2021-09-18 06:31:48,353784,Register,complete,
2021-09-18 06:45:19,350981,Register,complete,
2021-09-18 07:17:16,349959,Register,complete,
2021-09-18 08:08:45,350405,Register,complete,
2021-09-18 08:45:20,348703,Register,complete,
2021-09-18 08:51:52,349448,Register,complete,
2021-09-18 09:55:44,351481,Register,complete,
2021-09-18 10:31:27,352243,Register,complete,
2021-09-18 11:06:48,351886,Register,complete,
2021-09-18 12:09:59,349841,Consume Lecture Material 1,complete,
2021-09-18 13:30:22,345783,Register,complete,
2021-09-18 13:33:01,354580,Register,complete,
2021-09-18 13:55:21,351336,Register,complete,
2021-09-18 14:06:42,345509,Register,complete,
2021-09-18 14:43:37,346066,Register,complete,
2021-09-18 15:21:57,345225,Register,complete,
2021-09-18 16:01:16,350083,Register,complete,
2021-09-18 16:13:27,349213,Register,complete,
2021-09-18 16:31:51,345721,Register,complete,
2021-09-18 16:34:09,349907,Register,complete,
2021-09-18 16:38:00,348219,Register,complete,
2021-09-18 16:48:57,344637,Register,complete,
2021-09-18 16:52:12,350284,Register,complete,
2021-09-18 17:08:35,343712,Register,complete,
2021-09-18 17:09:39,346000,Register,complete,
2021-09-18 17:13:31,344355,Register,complete,
2021-09-18 17:30:01,351186,Consume Lecture Material 1,complete,
2021-09-18 17:38:59,346168,Register,complete,
2021-09-18 17:42:28,347288,Register,complete,
2021-09-18 18:01:04,350714,Register,complete,
2021-09-18 18:32:06,350714,Consume Lecture Material 1,complete,
2021-09-18 18:42:04,344288,Register,complete,
2021-09-18 18:44:54,349521,Register,complete,
2021-09-18 19:59:48,343702,Register,complete,
2021-09-18 20:18:38,352323,Register,complete,
2021-09-18 20:28:48,344234,Register,complete,
2021-09-18 20:48:13,350680,Register,complete,
2021-09-18 21:06:12,347880,Register,complete,
2021-09-18 21:42:26,347672,Register,complete,
2021-09-18 21:44:25,344571,Register,complete,
2021-09-18 23:39:29,350202,Register,complete,
2021-09-18 23:51:20,351432,Register,complete,
2021-09-18 23:52:25,352936,Register,complete,
2021-09-19 00:15:53,353637,Register,complete,
2021-09-19 00:22:44,349418,Register,complete,
2021-09-19 00:25:23,345514,Register,complete,
2021-09-19 00:37:53,346806,Register,complete,
2021-09-19 00:51:35,344059,Register,complete,
2021-09-19 01:57:29,351206,Register,complete,
2021-09-19 01:57:35,347571,Register,complete,
2021-09-19 02:19:38,345665,Register,complete,
2021-09-19 02:26:18,353289,Register,complete,
2021-09-19 02:51:55,349362,Register,complete,
2021-09-19 02:57:51,344596,Register,complete,
2021-09-19 03:11:49,352527,Register,complete,
2021-09-19 03:17:47,349738,Register,complete,
2021-09-19 04:13:12,353044,Register,complete,
2021-09-19 04:40:23,346950,Register,complete,
2021-09-19 04:57:54,344885,Register,complete,
2021-09-19 07:17:39,347098,Register,complete,
2021-09-19 07:22:08,350953,Register,complete,
2021-09-19 07:34:43,344497,Register,complete,
2021-09-19 07:43:38,345885,Register,complete,
2021-09-19 08:16:25,352443,Register,complete,
2021-09-19 08:43:40,347535,Register,complete,
2021-09-19 08:46:31,344951,Register,complete,
2021-09-19 08:54:15,350676,Register,complete,
2021-09-19 11:12:46,350633,Register,complete,
2021-09-19 11:28:32,351504,Register,complete,
2021-09-19 11:31:23,352063,Register,complete,
2021-09-19 12:04:16,345758,Register,complete,
2021-09-19 12:06:45,352941,Register,complete,
2021-09-19 12:26:13,350414,Register,complete,
2021-09-19 12:36:18,353432,Register,complete,
2021-09-19 14:28:44,347929,Register,complete,
2021-09-19 14:42:13,345514,Consume Lecture Material 1,complete,
2021-09-19 14:49:09,350535,Register,complete,
2021-09-19 15:09:51,354344,Register,complete,
2021-09-19 15:24:33,353210,Register,complete,
2021-09-19 15:38:46,354590,Register,complete,
2021-09-19 15:40:43,351607,Register,complete,
2021-09-19 15:42:36,345940,Register,complete,
2021-09-19 16:05:15,344038,Register,complete,
2021-09-19 16:06:59,349764,Register,complete,
2021-09-19 16:34:55,350577,Register,complete,
2021-09-19 17:23:45,345005,Register,complete,
2021-09-19 17:30:50,348616,Register,complete,
2021-09-19 18:28:00,348545,Register,complete,
2021-09-19 18:41:08,347614,Register,complete,
2021-09-19 18:45:52,344808,Register,complete,
2021-09-19 19:21:46,349979,Register,complete,
2021-09-19 19:42:04,349156,Register,complete,
2021-09-19 19:57:37,343583,Register,complete,
2021-09-19 20:08:27,348283,Register,complete,
2021-09-19 20:26:40,343761,Register,complete,
2021-09-19 21:16:58,346703,Register,complete,
2021-09-19 21:18:33,350815,Register,complete,
2021-09-19 22:39:23,349245,Register,complete,
2021-09-19 22:45:38,349731,Register,complete,
2021-09-19 23:37:42,347514,Register,complete,
2021-09-19 23:41:11,347484,Register,complete,
2021-09-20 00:19:58,344395,Register,complete,
2021-09-20 00:32:23,347396,Register,complete,
2021-09-20 01:29:53,348673,Register,complete,
2021-09-20 01:42:51,347231,Register,complete,
2021-09-20 02:14:05,352346,Register,complete,
2021-09-20 02:37:12,349579,Register,complete,
2021-09-20 02:44:37,345446,Register,complete,
2021-09-20 03:04:00,345669,Register,complete,
2021-09-20 03:13:16,346781,Register,complete,
2021-09-20 03:18:23,348641,Register,complete,
2021-09-20 04:01:37,346301,Register,complete,
2021-09-20 04:05:45,346078,Register,complete,
2021-09-20 04:18:17,351570,Register,complete,
2021-09-20 04:29:08,352634,Register,complete,
2021-09-20 04:54:28,347434,Register,complete,
2021-09-20 06:10:40,345037,Register,complete,
2021-09-20 09:19:40,348421,Register,complete,
2021-09-20 09:30:47,347370,Register,complete,
2021-09-20 09:44:47,352114,Register,complete,
2021-09-20 09:59:13,348219,Consume Lecture Material 1,complete,
2021-09-20 10:02:03,353580,Register,complete,
2021-09-20 10:45:49,352880,Register,complete,
2021-09-20 10:56:16,343983,Register,complete,
2021-09-20 11:17:58,347237,Register,complete,
2021-09-20 11:38:05,350310,Register,complete,
2021-09-20 11:47:08,350630,Register,complete,
2021-09-20 11:57:19,348925,Register,complete,
2021-09-20 12:09:08,346238,Register,complete,
2021-09-20 12:33:08,346116,Register,complete,
2021-09-20 12:36:20,351197,Register,complete,
2021-09-20 13:19:33,350797,Register,complete,
2021-09-20 13:34:50,348314,Register,complete,
2021-09-20 13:42:32,349861,Register,complete,
2021-09-20 13:44:26,344452,Register,complete,
2021-09-20 14:15:04,346445,Register,complete,
2021-09-20 14:50:01,347180,Register,complete,
2021-09-20 14:58:48,352706,Register,complete,
2021-09-20 15:54:02,351358,Register,complete,
2021-09-20 17:33:19,344597,Register,complete,
2021-09-20 17:34:29,344906,Register,complete,
2021-09-20 17:36:11,349610,Register,complete,
2021-09-20 18:12:14,344221,Register,complete,
2021-09-20 18:15:46,349237,Register,complete,
2021-09-20 18:45:34,344840,Register,complete,
2021-09-20 18:56:36,352282,Register,complete,
2021-09-20 19:06:46,353576,Register,complete,
2021-09-20 19:19:06,343754,Register,complete,
2021-09-20 19:40:21,353377,Register,complete,
2021-09-20 19:40:36,347427,Register,complete,
2021-09-20 19:44:19,344373,Register,complete,
2021-09-20 20:24:12,346868,Register,complete,
2021-09-20 20:32:31,347405,Register,complete,
2021-09-20 21:41:10,347811,Register,complete,
2021-09-20 21:41:54,351582,Register,complete,
2021-09-20 22:11:55,347183,Register,complete,
2021-09-20 23:06:16,353053,Register,complete,
2021-09-20 23:49:47,349872,Register,complete,
2021-09-21 00:09:34,354328,Register,complete,
2021-09-21 00:09:37,353941,Register,complete,
2021-09-21 00:31:41,350169,Register,complete,
2021-09-21 00:56:01,345101,Register,complete,
2021-09-21 00:58:39,344118,Register,complete,
2021-09-21 01:34:49,345528,Register,complete,
2021-09-21 01:57:14,351063,Register,complete,
2021-09-21 02:00:15,351034,Register,complete,
2021-09-21 02:22:58,343543,Register,complete,
2021-09-21 02:31:15,345355,Register,complete,
2021-09-21 02:33:32,346327,Register,complete,
2021-09-21 02:49:48,348767,Register,complete,
2021-09-21 03:02:40,354255,Register,complete,
2021-09-21 03:11:53,353108,Register,complete,
2021-09-21 03:23:18,350710,Register,complete,
2021-09-21 03:27:05,343748,Register,complete,
2021-09-21 03:51:51,344285,Register,complete,
2021-09-21 04:28:26,350107,Register,complete,
2021-09-21 04:34:37,348830,Register,complete,
2021-09-21 04:35:30,351941,Register,complete,
2021-09-21 04:48:12,351192,Register,complete,
2021-09-21 05:28:06,348421,Consume Lecture Material 1,complete,
2021-09-21 05:39:30,351042,Register,complete,
2021-09-21 05:58:31,347444,Register,complete,
2021-09-21 06:12:12,354157,Register,complete,
2021-09-21 07:19:16,349910,Register,complete,
2021-09-21 07:33:05,354383,Register,complete,
2021-09-21 08:34:35,345807,Register,complete,
2021-09-21 09:05:15,349944,Register,complete,
2021-09-21 09:10:25,345021,Register,complete,
2021-09-21 09:32:11,347019,Register,complete,
2021-09-21 09:36:29,345590,Register,complete,
2021-09-21 09:40:36,345345,Register,complete,
2021-09-21 09:52:03,347471,Register,complete,
2021-09-21 10:23:20,353329,Consume Lecture Material 1,complete,
2021-09-21 10:45:18,346016,Register,complete,
2021-09-21 11:48:57,347495,Register,complete,
2021-09-21 12:08:51,349461,Register,complete,
2021-09-21 12:34:12,349637,Register,complete,
2021-09-21 12:55:16,350048,Register,complete,
2021-09-21 12:55:27,346869,Register,complete,
2021-09-21 12:55:55,351521,Register,complete,
2021-09-21 13:22:53,352444,Register,complete,
2021-09-21 13:27:37,350500,Register,complete,
2021-09-21 13:35:16,354359,Register,complete,
2021-09-21 13:45:20,343736,Register,complete,
2021-09-21 13:46:23,344420,Register,complete,
2021-09-21 13:56:57,353968,Register,complete,
2021-09-21 13:58:23,346717,Register,complete,
2021-09-21 13:59:06,350435,Register,complete,
2021-09-21 14:09:44,354195,Register,complete,
2021-09-21 14:31:58,354101,Register,complete,
2021-09-21 14:37:29,346053,Register,complete,
2021-09-21 14:47:02,350953,Consume Lecture Material 1,complete,
2021-09-21 15:06:38,343797,Register,complete,
2021-09-21 15:21:30,344094,Register,complete,
2021-09-21 15:47:07,351300,Register,complete,
2021-09-21 16:01:49,346974,Register,complete,
2021-09-21 16:04:34,344229,Register,complete,
2021-09-21 16:21:24,351598,Register,complete,
2021-09-21 16:28:26,349962,Register,complete,
2021-09-21 16:43:08,352740,Register,complete,
2021-09-21 16:50:49,344511,Register,complete,
2021-09-21 17:05:31,354027,Register,complete,
2021-09-21 17:26:45,348200,Register,complete,
2021-09-21 17:46:15,344001,Register,complete,
2021-09-21 18:13:25,348624,Register,complete,
2021-09-21 18:40:05,345343,Register,complete,
2021-09-21 18:54:45,344047,Register,complete,
2021-09-21 19:54:35,351212,Register,complete,
2021-09-21 20:00:14,353660,Register,complete,
2021-09-21 20:04:58,346713,Register,complete,
2021-09-21 20:20:44,351997,Register,complete,
2021-09-21 20:31:52,354442,Register,complete,
2021-09-21 20:41:53,346745,Register,complete,
2021-09-21 20:44:52,345407,Register,complete,
2021-09-21 21:17:31,349417,Register,complete,
2021-09-21 21:37:08,344693,Register,complete,
2021-09-21 23:10:39,351220,Consume Lecture Material 1,complete,
2021-09-22 00:38:40,346748,Register,complete,
2021-09-22 01:36:37,353085,Register,complete,
2021-09-22 01:56:06,349512,Register,complete,
2021-09-22 03:14:18,344642,Register,complete,
2021-09-22 03:32:09,349908,Register,complete,
2021-09-22 04:00:12,350112,Register,complete,
2021-09-22 04:02:27,353344,Register,complete,
2021-09-22 04:08:38,348679,Register,complete,
2021-09-22 04:28:30,350918,Register,complete,
2021-09-22 04:46:14,353137,Register,complete,
2021-09-22 04:49:31,354510,Register,complete,
2021-09-22 04:50:24,350368,Register,complete,
2021-09-22 05:08:09,350541,Register,complete,
2021-09-22 05:12:24,344787,Register,complete,
2021-09-22 06:03:21,348776,Register,complete,
2021-09-22 06:50:03,353528,Register,complete,
2021-09-22 07:07:02,348566,Register,complete,
2021-09-22 07:14:13,346673,Register,complete,
2021-09-22 07:35:46,347482,Register,complete,
2021-09-22 08:37:16,345378,Register,complete,
2021-09-22 08:45:07,350500,Consume Lecture Material 1,complete,
2021-09-22 09:01:28,347100,Register,complete,
2021-09-22 09:07:31,347998,Consume Lecture Material 1,complete,
2021-09-22 09:47:07,345613,Register,complete,
2021-09-22 09:53:54,346748,Consume Lecture Material 1,complete,
2021-09-22 10:23:51,348632,Register,complete,
2021-09-22 10:46:20,351445,Register,complete,
2021-09-22 10:58:30,352200,Register,complete,
2021-09-22 11:11:00,344534,Register,complete,
2021-09-22 11:32:15,349197,Register,complete,
2021-09-22 11:41:00,353419,Register,complete,
2021-09-22 11:45:03,347705,Register,complete,
2021-09-22 11:58:44,345264,Consume Lecture Material 2,complete,
2021-09-22 12:03:32,353600,Register,complete,
2021-09-22 12:04:55,346058,Register,complete,
2021-09-22 12:20:55,344093,Register,complete,
2021-09-22 12:23:57,354545,Register,complete,
2021-09-22 12:35:18,352018,Register,complete,
2021-09-22 12:37:00,354699,Register,complete,
2021-09-22 12:49:57,347614,Consume Lecture Material 1,complete,
2021-09-22 13:09:30,351341,Register,complete,
2021-09-22 13:40:00,350157,Register,complete,
2021-09-22 13:49:24,346124,Register,complete,
2021-09-22 14:10:05,353919,Consume Lecture Material 1,complete,
2021-09-22 14:21:04,344489,Register,complete,
2021-09-22 14:37:20,352992,Register,complete,
2021-09-22 14:41:37,350474,Register,complete,
2021-09-22 14:43:03,343595,Register,complete,
2021-09-22 14:50:25,346482,Register,complete,
2021-09-22 15:24:30,352129,Register,complete,
2021-09-22 15:34:57,346391,Register,complete,
2021-09-22 15:46:35,352909,Register,complete,
2021-09-22 15:47:43,349019,Register,complete,
2021-09-22 15:58:52,345831,Register,complete,
2021-09-22 16:17:29,347495,Consume Lecture Material 1,complete,
2021-09-22 16:25:40,354125,Register,complete,
2021-09-22 16:27:46,348223,Register,complete,
2021-09-22 16:41:10,343584,Register,complete,
2021-09-22 17:24:01,344009,Register,complete,
2021-09-22 17:38:26,352730,Register,complete,
2021-09-22 17:44:39,352482,Register,complete,
2021-09-22 18:13:53,344808,Consume Lecture Material 1,complete,
2021-09-22 18:19:04,347489,Register,complete,
2021-09-22 19:00:18,351050,Register,complete,
2021-09-22 19:08:18,344658,Register,complete,
2021-09-22 19:14:06,348464,Register,complete,
2021-09-22 19:15:40,350651,Register,complete,
2021-09-22 19:21:17,345691,Register,complete,
2021-09-22 19:28:01,347697,Register,complete,
2021-09-22 19:35:38,352161,Register,complete,
2021-09-22 20:02:59,354537,Register,complete,
2021-09-22 20:28:43,350160,Register,complete,
2021-09-22 20:35:34,345193,Register,complete,
2021-09-22 20:58:44,344379,Register,complete,
2021-09-22 20:58:57,351803,Register,complete,
2021-09-22 21:23:16,344503,Register,complete,
2021-09-22 22:12:18,344099,Register,complete,
2021-09-22 22:21:47,349099,Register,complete,
2021-09-22 23:22:23,351889,Register,complete,
2021-09-22 23:49:57,345063,Register,complete,
2021-09-22 23:52:33,346773,Register,complete,
2021-09-22 23:58:50,345698,Register,complete,
2021-09-23 01:19:20,353689,Register,complete,
2021-09-23 01:21:17,353367,Register,complete,
2021-09-23 01:37:02,348767,Consume Lecture Material 1,complete,
2021-09-23 02:03:55,351370,Register,complete,
2021-09-23 02:04:41,344129,Register,complete,
2021-09-23 02:50:43,350584,Register,complete,
2021-09-23 03:18:54,350461,Register,complete,
2021-09-23 03:55:41,351262,Register,complete,
2021-09-23 04:06:32,351008,Register,complete,
2021-09-23 04:57:11,350804,Register,complete,
2021-09-23 05:35:58,351550,Register,complete,
2021-09-23 05:44:42,346070,Register,complete,
2021-09-23 05:45:51,346626,Register,complete,
2021-09-23 06:35:06,352702,Register,complete,
2021-09-23 07:32:20,349665,Register,complete,
2021-09-23 07:54:53,347164,Register,complete,
2021-09-23 08:37:57,352597,Register,complete,
2021-09-23 08:38:11,350276,Register,complete,
2021-09-23 09:23:51,346102,Consume Lecture Material 1,complete,
2021-09-23 09:28:57,346933,Register,complete,
2021-09-23 09:54:36,353623,Register,complete,
2021-09-23 10:15:58,346455,Register,complete,
2021-09-23 11:19:53,345815,Register,complete,
2021-09-23 11:33:53,346274,Register,complete,
2021-09-23 11:41:32,345731,Register,complete,
2021-09-23 11:50:30,349576,Register,complete,
2021-09-23 12:19:27,344967,Register,complete,
2021-09-23 13:46:56,347733,Register,complete,
2021-09-23 14:11:23,344012,Register,complete,
2021-09-23 15:22:02,346476,Register,complete,
2021-09-23 15:33:41,344038,Consume Lecture Material 1,complete,
2021-09-23 16:33:01,347827,Register,complete,
2021-09-23 18:12:24,348938,Register,complete,
2021-09-23 18:35:52,345872,Register,complete,
2021-09-23 19:05:10,347471,Consume Lecture Material 1,complete,
2021-09-23 20:04:17,353069,Register,complete,
2021-09-23 20:26:08,344204,Register,complete,
2021-09-23 20:45:53,346630,Consume Lecture Material 1,complete,
2021-09-23 21:12:32,343991,Register,complete,
2021-09-23 21:22:24,345565,Register,complete,
2021-09-23 21:51:58,347571,Consume Lecture Material 1,complete,
2021-09-23 21:52:12,347042,Register,complete,
2021-09-23 22:14:33,353839,Register,complete,
2021-09-23 23:06:43,344877,Register,complete,
2021-09-23 23:38:25,345108,Register,complete,
2021-09-24 00:09:56,345155,Register,complete,
2021-09-24 01:45:17,352859,Register,complete,
2021-09-24 02:04:20,346687,Register,complete,
2021-09-24 02:24:29,348597,Register,complete,
2021-09-24 02:53:24,351616,Register,complete,
2021-09-24 03:07:12,345130,Register,complete,
2021-09-24 03:15:52,351085,Register,complete,
2021-09-24 04:08:28,353235,Register,complete,
2021-09-24 04:15:37,352033,Register,complete,
2021-09-24 04:28:58,354190,Register,complete,
2021-09-24 04:51:41,343645,Register,complete,
2021-09-24 04:57:51,345382,Register,complete,
2021-09-24 05:11:57,344342,Register,complete,
2021-09-24 05:22:29,346248,Register,complete,
2021-09-24 06:38:19,354332,Register,complete,
2021-09-24 06:46:04,345299,Register,complete,
2021-09-24 07:53:02,344936,Register,complete,
2021-09-24 08:19:36,347806,Register,complete,
2021-09-24 08:28:19,348826,Register,complete,
2021-09-24 08:37:12,343800,Register,complete,
2021-09-24 09:23:15,353236,Register,complete,
2021-09-24 09:27:10,345159,Register,complete,
2021-09-24 09:43:02,350764,Register,complete,
2021-09-24 09:45:54,348076,Register,complete,
2021-09-24 10:03:24,352747,Register,complete,
2021-09-24 10:40:02,354092,Register,complete,
2021-09-24 11:15:09,353218,Register,complete,
2021-09-24 11:19:27,344812,Register,complete,
2021-09-24 11:39:12,354653,Register,complete,
2021-09-24 11:46:21,349036,Register,complete,
2021-09-24 11:53:20,344523,Register,complete,
2021-09-24 12:15:57,346097,Register,complete,
2021-09-24 12:45:11,349832,Register,complete,
2021-09-24 12:56:07,350965,Register,complete,
2021-09-24 13:13:19,352668,Register,complete,
2021-09-24 13:22:25,353053,Consume Lecture Material 1,complete,
